,Film_x,Genre,A,B,D,F,S,test,Unnamed: 0,Film_y,Year,Rated,Released,Runtime,Metascore,imdbRating,imdbVotes,imdbID,BoxOffice
511,Babel,Thriller,7,1,7,21,6,babel,0,Babel,2006,R,10 Nov 2006,143 min,69.0,7.4,"283,859",tt0449467,"$34,237,104"
512,Argo,Thriller,1,1,5,24,4,argo,0,Argo,2012,R,12 Oct 2012,120 min,86.0,7.7,"559,601",tt1024648,"$136,019,448"
513,Arbitrage,Thriller,4,1,5,61,5,arbitrage,0,Arbitrage,2012,R,14 Sep 2012,107 min,73.0,6.6,"48,611",tt1764183,"$7,918,283"
514,Anonymous,Thriller,1,0,2,0,0,anonymous,0,Anonymous,2011,PG-13,28 Oct 2011,130 min,50.0,6.9,"38,807",tt1521197,"$4,463,292"
515,Apt Pupil,Thriller,0,0,1,1,0,apt pupil,0,Apt Pupil,1998,R,23 Oct 1998,111 min,51.0,6.7,"35,097",tt0118636,
516,American History X,Thriller,25,11,8,161,54,american history x,0,American History X,1998,R,20 Nov 1998,119 min,62.0,8.5,"1,005,357",tt0120586,
517,Arctic Blue,Thriller,7,4,22,27,18,arctic blue,0,Arctic Blue,1993,R,,95 min,,5.1,782,tt0106303,
518,Antitrust,Thriller,3,0,2,1,5,antitrust,0,Antitrust,2001,PG-13,12 Jan 2001,108 min,31.0,6.1,"28,082",tt0218817,"$10,965,209"
519,Coraline,Fantasy,0,0,0,0,0,coraline,0,Coraline,2009,PG,06 Feb 2009,100 min,80.0,7.7,"189,288",tt0327597,"$75,169,351"
520,48 Hrs.,Thriller,33,8,28,26,53,48 hrs.,0,48 Hrs.,1982,R,08 Dec 1982,96 min,71.0,6.9,"66,938",tt0083511,
521,Air Force One,Thriller,6,1,14,13,10,air force one,0,Air Force One,1997,R,25 Jul 1997,124 min,61.0,6.5,"175,705",tt0118571,
522,Absolute Power,Thriller,6,1,6,11,11,absolute power,0,Absolute Power,1997,R,14 Feb 1997,121 min,52.0,6.7,"49,030",tt0118548,
523,Conan the Barbarian,Fantasy,1,0,1,0,1,conan the barbarian,0,Conan the Barbarian,1982,R,14 May 1982,129 min,43.0,6.9,"134,342",tt0082198,
524,All the President's Men,Thriller,1,1,19,25,15,all the president's men,0,All the President's Men,1976,PG,09 Apr 1976,138 min,84.0,8.0,"98,744",tt0074119,
525,Clash of the Titans,Fantasy,0,0,1,0,1,clash of the titans,0,Clash of the Titans,2010,PG-13,02 Apr 2010,106 min,39.0,5.8,"266,023",tt0800320,"$163,100,000"
526,Christ Complex,Fantasy,5,0,2,30,1,christ complex,0,Christ Complex,2012,NOT RATED,06 Oct 2012,76 min,,6.5,22,tt2416048,
527,Beasts of the Southern Wild,Fantasy,6,0,5,1,3,beasts of the southern wild,0,Beasts of the Southern Wild,2012,PG-13,05 Jul 2012,93 min,86.0,7.3,"79,506",tt2125435,"$12,784,397"
528,Cirque du Freak: The Vampire's Assistant,Fantasy,0,0,0,0,0,cirque du freak: the vampire's assistant,0,Cirque du Freak: The Vampire's Assistant,2009,PG-13,23 Oct 2009,109 min,43.0,5.8,"42,495",tt0450405,"$13,838,130"
529,Being John Malkovich,Fantasy,1,2,13,14,14,being john malkovich,0,Being John Malkovich,1999,R,03 Dec 1999,113 min,90.0,7.7,"301,611",tt0120601,
530,Big,Fantasy,2,0,7,1,2,big,0,Big,1988,PG,03 Jun 1988,104 min,73.0,7.3,"191,523",tt0094737,
531,Being Human,Fantasy,0,0,1,3,1,being human,0,Being Human,2011–2014,TV-14,17 Jan 2011,44 min,,7.5,"23,849",tt1595680,
532,Big Fish,Fantasy,3,3,3,0,4,big fish,0,Big Fish,2003,PG-13,09 Jan 2004,125 min,58.0,8.0,"406,074",tt0319061,"$66,257,002"
533,Antz,Fantasy,1,0,2,0,0,antz,0,Antz,1998,PG,02 Oct 1998,83 min,72.0,6.5,"143,658",tt0120587,
534,When a Stranger Calls,Horror,0,0,3,1,0,when a stranger calls,0,When a Stranger Calls,2006,PG-13,03 Feb 2006,87 min,27.0,5.1,"42,023",tt0455857,"$47,860,214"
535,Batman,Fantasy,1,1,2,1,3,batman,0,Batman,1989,PG-13,23 Jun 1989,126 min,69.0,7.5,"329,552",tt0096895,
536,Wind Chill,Horror,7,0,4,1,10,wind chill,0,Wind Chill,2007,R,03 Aug 2007,91 min,52.0,5.8,"21,423",tt0486051,
537,The Rage: Carrie 2,Horror,3,5,4,6,11,the rage: carrie 2,0,The Rage: Carrie 2,1999,R,12 Mar 1999,104 min,42.0,4.7,"15,199",tt0144814,
538,Timber Falls,Horror,5,5,6,34,7,timber falls,0,Timber Falls,2007,R,23 May 2008,100 min,,5.2,"5,721",tt0857295,
539,They,Horror,0,0,0,0,0,they,0,They,2002,PG-13,27 Nov 2002,89 min,31.0,4.8,"12,153",tt0283632,"$12,575,046"
540,Tremors,Horror,20,12,48,9,8,tremors,0,Tremors,1990,PG-13,19 Jan 1990,96 min,65.0,7.1,"116,480",tt0100814,
541,Taking Lives,Horror,7,2,3,8,11,taking lives,0,Taking Lives,2004,R,19 Mar 2004,103 min,38.0,6.3,"78,540",tt0364045,"$32,634,479"
542,Larry Crowne,Romance,5,1,3,1,1,larry crowne,0,Larry Crowne,2011,PG-13,01 Jul 2011,98 min,41.0,6.1,"61,791",tt1583420,"$35,565,975"
543,Last Chance Harvey,Romance,1,0,1,6,4,last chance harvey,0,Last Chance Harvey,2008,PG-13,16 Jan 2009,93 min,57.0,6.6,"20,161",tt1046947,"$14,840,421"
544,Kate & Leopold,Romance,0,1,1,4,6,kate & leopold,0,Kate & Leopold,2001,PG-13,25 Dec 2001,118 min,44.0,6.4,"77,364",tt0035423,"$47,095,453"
545,Kill Your Darlings,Romance,1,2,8,11,5,kill your darlings,0,Kill Your Darlings,2013,R,19 Sep 2013,104 min,65.0,6.5,"34,380",tt1311071,"$679,958"
546,Jane Eyre,Romance,0,0,1,0,0,jane eyre,0,Jane Eyre,2011,PG-13,22 Apr 2011,120 min,76.0,7.3,"78,895",tt1229822,
547,Jerry Maguire,Romance,4,1,3,21,10,jerry maguire,0,Jerry Maguire,1996,R,13 Dec 1996,139 min,77.0,7.3,"234,615",tt0116695,
548,It's a Wonderful Life,Romance,0,0,0,0,0,it's a wonderful life,0,It's a Wonderful Life,1946,Passed,07 Jan 1947,130 min,89.0,8.6,"384,831",tt0038650,
549,It's Complicated,Romance,3,1,0,0,1,it's complicated,0,It's Complicated,2009,R,25 Dec 2009,120 min,57.0,6.5,"84,281",tt1230414,"$112,703,470"
550,Juno,Romance,10,3,3,4,8,juno,0,Juno,2007,PG-13,25 Dec 2007,96 min,81.0,7.4,"481,291",tt0467406,"$143,380,890"
551,Labor of Love,Romance,2,1,5,2,10,labor of love,0,Labor of Love,2020–,,21 May 2020,,,3.0,108,tt12237066,
552,How to Lose Friends & Alienate People,Romance,5,4,0,28,9,how to lose friends & alienate people,0,How to Lose Friends & Alienate People,2008,R,03 Oct 2008,110 min,35.0,6.4,"67,038",tt0455538,"$2,458,092"
553,I Love You Phillip Morris,Romance,10,4,6,30,14,i love you phillip morris,0,I Love You Phillip Morris,2009,R,07 Jan 2011,98 min,65.0,6.6,"90,006",tt1045772,"$2,026,852"
554,Intolerable Cruelty,Romance,12,2,6,2,6,intolerable cruelty,0,Intolerable Cruelty,2003,PG-13,10 Oct 2003,100 min,71.0,6.2,"89,079",tt0138524,"$35,096,190"
555,Knocked Up,Romance,22,6,3,121,53,knocked up,0,Knocked Up,2007,R,01 Jun 2007,129 min,85.0,6.9,"343,267",tt0478311,"$148,734,225"
556,Hard to Kill,Romance,7,11,1,18,12,hard to kill,0,Hard to Kill,1990,R,09 Feb 1990,96 min,41.0,5.8,"26,659",tt0099739,
557,Inventing the Abbotts,Romance,7,1,7,15,21,inventing the abbotts,0,Inventing the Abbotts,1997,R,04 Apr 1997,110 min,49.0,6.4,"11,311",tt0119381,
558,High Fidelity,Romance,14,1,2,65,14,high fidelity,0,High Fidelity,2000,R,31 Mar 2000,113 min,79.0,7.5,"164,661",tt0146882,
559,Hannah and Her Sisters,Romance,1,0,2,1,0,hannah and her sisters,0,Hannah and Her Sisters,1986,PG-13,14 Mar 1986,107 min,90.0,7.9,"64,792",tt0091167,
560,It Happened One Night,Romance,0,0,0,0,0,it happened one night,0,It Happened One Night,1934,Approved,22 Feb 1934,105 min,87.0,8.1,"90,473",tt0025316,
561,His Girl Friday,Romance,0,0,0,0,0,his girl friday,0,His Girl Friday,1940,Passed,18 Jan 1940,92 min,,7.9,"51,664",tt0032599,
562,He's Just Not That Into You,Romance,10,0,0,1,21,he's just not that into you,0,He's Just Not That Into You,2009,PG-13,06 Feb 2009,129 min,47.0,6.4,"158,297",tt1001508,"$93,800,000"
563,Groundhog Day,Romance,1,0,2,1,1,groundhog day,0,Groundhog Day,1993,PG,12 Feb 1993,101 min,72.0,8.0,"565,244",tt0107048,
564,Hall Pass,Romance,9,1,1,1,9,hall pass,0,Hall Pass,2011,R,25 Feb 2011,105 min,45.0,5.8,"117,950",tt0480687,"$45,045,037"
565,Ghost,Romance,3,2,14,5,5,ghost,0,Ghost,1990,PG-13,13 Jul 1990,127 min,52.0,7.0,"190,146",tt0099653,
566,Garden State,Romance,7,7,1,70,30,garden state,0,Garden State,2004,R,20 Aug 2004,102 min,67.0,7.4,"204,465",tt0333766,"$26,706,668"
567,Grand Hotel,Romance,0,0,0,0,0,grand hotel,0,Grand Hotel,1932,Not Rated,11 Sep 1932,112 min,,7.4,"16,495",tt0022958,
568,Easy A,Romance,10,5,1,41,11,easy a,0,Easy A,2010,PG-13,17 Sep 2010,92 min,72.0,7.0,"348,160",tt1282140,"$58,401,464"
569,Date Night,Romance,3,3,3,3,9,date night,0,Date Night,2010,PG-13,09 Apr 2010,88 min,56.0,6.3,"149,520",tt1279935,"$98,710,290"
570,Megamind,Sci-Fi,7,2,3,0,6,megamind,0,Megamind,2010,PG,05 Nov 2010,95 min,63.0,7.2,"221,105",tt1001526,"$148,244,405"
571,Even Cowgirls Get the Blues,Romance,2,3,1,3,8,even cowgirls get the blues,0,Even Cowgirls Get the Blues,1993,R,20 May 1994,95 min,28.0,4.4,"6,950",tt0106834,
572,Men in Black 3,Sci-Fi,10,1,11,0,5,men in black 3,0,Men in Black 3,2012,PG-13,25 May 2012,106 min,58.0,6.8,"327,497",tt1409024,"$179,020,854"
573,Extract,Romance,18,0,12,2,31,extract,0,Extract,2009,R,04 Sep 2009,92 min,61.0,6.1,"43,911",tt1225822,"$10,642,511"
574,Next,Sci-Fi,5,2,6,0,6,next,0,Next,2007,PG-13,27 Apr 2007,96 min,42.0,6.2,"145,493",tt0435705,"$17,993,461"
575,Men in Black,Sci-Fi,4,1,12,0,10,men in black,0,Men in Black,1997,PG-13,02 Jul 1997,98 min,71.0,7.3,"503,621",tt0119654,
576,Mission to Mars,Sci-Fi,0,2,8,0,3,mission to mars,0,Mission to Mars,2000,PG,10 Mar 2000,114 min,34.0,5.7,"69,016",tt0183523,
577,Edward Scissorhands,Romance,0,0,4,0,1,edward scissorhands,0,Edward Scissorhands,1990,PG-13,14 Dec 1990,105 min,74.0,7.9,"434,782",tt0099487,
578,Mad Max 2: The Road Warrior,Sci-Fi,0,0,0,0,0,mad max 2: the road warrior,0,Mad Max 2: The Road Warrior,1981,R,21 May 1982,96 min,77.0,7.6,"162,472",tt0082694,
579,Looper,Sci-Fi,3,0,8,29,13,looper,0,Looper,2012,R,28 Sep 2012,113 min,84.0,7.4,"522,483",tt1276104,"$66,305,045"
580,Logan,Sci-Fi,11,1,4,35,19,logan,0,Logan,2017,R,03 Mar 2017,137 min,77.0,8.1,"619,868",tt3315342,"$226,276,809"
581,Judge Dredd,Sci-Fi,10,2,6,6,3,judge dredd,0,Judge Dredd,1995,R,30 Jun 1995,96 min,,5.6,"107,979",tt0113492,
582,Logan's Run,Sci-Fi,0,0,5,0,0,logan's run,0,Logan's Run,1976,PG,23 Jun 1976,119 min,53.0,6.8,"50,342",tt0074812,
583,Interstellar,Sci-Fi,2,1,2,0,0,interstellar,0,Interstellar,2014,PG-13,07 Nov 2014,169 min,74.0,8.6,"1,424,440",tt0816692,"$158,737,441"
584,I Am Number Four,Sci-Fi,2,0,3,1,1,i am number four,0,I Am Number Four,2011,PG-13,18 Feb 2011,111 min,36.0,6.1,"224,308",tt1464540,"$55,086,029"
585,Lost in Space,Sci-Fi,1,1,11,0,2,lost in space,0,Lost in Space,2018–,TV-PG,13 Apr 2018,60 min,,7.3,"69,373",tt5232792,
586,"I, Robot",Sci-Fi,3,0,1,0,4,"i, robot",0,"I, Robot",2004,PG-13,16 Jul 2004,115 min,59.0,7.1,"487,756",tt0343818,
587,Ghostbusters,Sci-Fi,0,0,0,0,0,ghostbusters,0,Ghostbusters,1984,PG,08 Jun 1984,105 min,71.0,7.8,"344,050",tt0087332,
588,Hot Tub Time Machine,Sci-Fi,11,1,6,57,23,hot tub time machine,0,Hot Tub Time Machine,2010,R,26 Mar 2010,101 min,63.0,6.4,"159,298",tt1231587,"$48,925,682"
589,Her,Sci-Fi,3,1,0,32,6,her,0,Her,2013,R,10 Jan 2014,126 min,90.0,8.0,"518,386",tt1798709,"$17,901,029"
590,Godzilla,Sci-Fi,0,1,11,0,2,godzilla,0,Godzilla,2014,PG-13,16 May 2014,123 min,62.0,6.4,"368,029",tt0831387,"$172,962,996"
591,Gravity,Sci-Fi,0,1,2,0,7,gravity,0,Gravity,2013,PG-13,04 Oct 2013,91 min,96.0,7.7,"749,518",tt1454468,"$274,084,951"
592,Highlander: Endgame,Sci-Fi,0,0,0,0,0,highlander: endgame,0,Highlander: Endgame,2000,R,01 Sep 2000,87 min,21.0,4.6,"19,029",tt0144964,
593,Independence Day,Sci-Fi,4,2,12,3,5,independence day,0,Independence Day,1996,PG-13,03 Jul 1996,145 min,59.0,7.0,"516,789",tt0116629,
594,Gamer,Sci-Fi,12,6,12,33,36,gamer,0,Gamer,2009,R,04 Sep 2009,95 min,27.0,5.8,"128,252",tt1034032,"$20,488,579"
595,Sweet Smell of Success,Film-Noir,0,0,0,0,0,sweet smell of success,0,Sweet Smell of Success,1957,Approved,04 Jul 1957,96 min,100.0,8.1,"26,523",tt0051036,
596,Sunset Blvd.,Film-Noir,0,0,0,0,0,sunset blvd.,0,Sunset Blvd.,1950,Passed,29 Sep 1950,110 min,,8.4,"193,512",tt0043014,
597,Gattaca,Sci-Fi,0,1,6,2,1,gattaca,0,Gattaca,1997,PG-13,24 Oct 1997,106 min,64.0,7.8,"274,114",tt0119177,
598,Slither,Horror,4,3,15,25,18,slither,0,Slither,2006,R,31 Mar 2006,95 min,69.0,6.4,"72,340",tt0439815,"$7,774,730"
599,Shivers,Horror,0,0,1,0,0,shivers,0,Shivers,1975,R,06 Jul 1976,87 min,58.0,6.5,"17,029",tt0073705,
600,Silver Bullet,Horror,5,1,8,8,14,silver bullet,0,Silver Bullet,1985,R,11 Oct 1985,95 min,26.0,6.4,"22,891",tt0090021,
601,Signs,Horror,3,1,2,0,1,signs,0,Signs,2002,PG-13,02 Aug 2002,106 min,59.0,6.7,"329,663",tt0286106,"$227,935,522"
602,Resident Evil,Horror,8,3,7,16,29,resident evil,0,Resident Evil,2002,R,15 Mar 2002,100 min,33.0,6.7,"241,735",tt0120804,"$39,532,308"
603,Scary Movie 2,Horror,0,0,0,0,0,scary movie 2,0,Scary Movie 2,2001,R,04 Jul 2001,83 min,29.0,5.3,"146,030",tt0257106,
604,Serial Mom,Horror,2,3,8,9,4,serial mom,0,Serial Mom,1994,R,13 Apr 1994,95 min,64.0,6.8,"26,154",tt0111127,
605,Silence of the Lambs,Horror,2,5,7,11,8,silence of the lambs,0,Silence of the Lambs,2002–,,07 May 2002,,,7.8,11,tt2665218,
606,Strangers on a Train,Film-Noir,0,0,0,0,0,strangers on a train,0,Strangers on a Train,1951,PG,30 Jun 1951,101 min,88.0,8.0,"119,936",tt0044079,
607,Double Indemnity,Film-Noir,0,0,0,0,0,double indemnity,0,Double Indemnity,1944,Passed,06 Jul 1944,107 min,95.0,8.3,"137,436",tt0036775,
608,Psycho,Horror,0,0,0,0,0,psycho,0,Psycho,1960,R,08 Sep 1960,109 min,97.0,8.5,"580,762",tt0054215,
609,Priest,Horror,1,0,3,2,7,priest,0,Priest,2011,PG-13,13 May 2011,87 min,41.0,5.7,"112,664",tt0822847,"$29,100,000"
610,Queen of the Damned,Horror,0,0,5,0,1,queen of the damned,0,Queen of the Damned,2002,R,22 Feb 2002,101 min,30.0,5.3,"51,416",tt0238546,"$31,000,000"
611,Predator,Horror,3,4,7,15,12,predator,0,Predator,1987,R,12 Jun 1987,107 min,45.0,7.8,"362,392",tt0093773,
612,Pitch Black,Horror,10,0,9,29,8,pitch black,0,Pitch Black,2000,R,18 Feb 2000,109 min,49.0,7.1,"221,297",tt0134847,
613,Pet Sematary II,Horror,9,0,8,10,13,pet sematary ii,0,Pet Sematary II,1992,R,28 Aug 1992,100 min,35.0,4.9,"18,777",tt0105128,
614,Orgy of the Dead,Horror,0,0,3,0,0,orgy of the dead,0,Orgy of the Dead,1965,Unrated,01 Jun 1965,92 min,,2.9,"2,400",tt0054240,
615,Pet Sematary,Horror,3,2,8,2,10,pet sematary,0,Pet Sematary,1989,R,21 Apr 1989,103 min,38.0,6.6,"91,220",tt0098084,
616,Pandorum,Horror,2,1,6,15,7,pandorum,0,Pandorum,2009,R,25 Sep 2009,108 min,28.0,6.7,"141,282",tt1188729,"$10,261,085"
617,Perfect Creature,Horror,0,0,1,10,3,perfect creature,0,Perfect Creature,2006,R,18 Oct 2007,90 min,,5.4,"5,228",tt0403407,
618,Nightbreed,Horror,5,0,12,24,19,nightbreed,0,Nightbreed,1990,R,16 Feb 1990,102 min,40.0,6.6,"18,970",tt0100260,
619,Peeping Tom,Horror,0,1,0,0,0,peeping tom,0,Peeping Tom,1960,Not Rated,01 Dec 1961,101 min,,7.7,"29,733",tt0054167,
620,Crazylove,Romance,1,2,3,10,1,crazylove,0,Crazylove,2005,,,95 min,,6.3,361,tt0416658,
621,Mute Witness,Horror,0,0,3,2,5,mute witness,0,Mute Witness,1995,R,15 Sep 1995,95 min,,6.7,"5,168",tt0110604,
622,"Crouching Tiger, Hidden Dragon",Romance,0,0,0,0,0,"crouching tiger, hidden dragon",0,"Crouching Tiger, Hidden Dragon",2000,PG-13,12 Jan 2001,120 min,94.0,7.8,"248,295",tt0190332,
623,Cruel Intentions,Romance,10,5,0,31,23,cruel intentions,0,Cruel Intentions,1999,R,05 Mar 1999,97 min,56.0,6.8,"175,410",tt0139134,
624,Misery,Horror,0,4,2,8,4,misery,0,Misery,1990,R,30 Nov 1990,107 min,75.0,7.8,"176,467",tt0100157,
625,Clueless,Romance,0,0,0,0,0,clueless,0,Clueless,1995,PG-13,19 Jul 1995,97 min,68.0,6.8,"172,678",tt0112697,
626,Cinema Paradiso,Romance,6,0,7,8,1,cinema paradiso,0,Cinema Paradiso,1988,R,23 Feb 1990,155 min,80.0,8.5,"220,232",tt0095765,"$239,630"
627,Crash,Romance,0,1,0,2,0,crash,0,Crash,2004,R,06 May 2005,112 min,66.0,7.8,"413,193",tt0375679,"$55,382,847"
628,Chasing Amy,Romance,14,25,5,116,60,chasing amy,0,Chasing Amy,1997,R,18 Apr 1997,113 min,71.0,7.2,"130,082",tt0118842,
629,Celeste & Jesse Forever,Romance,2,1,0,46,18,celeste & jesse forever,0,Celeste & Jesse Forever,2012,R,24 Aug 2012,92 min,59.0,6.6,"28,381",tt1405365,"$3,094,687"
630,Bruce Almighty,Romance,9,0,3,1,1,bruce almighty,0,Bruce Almighty,2003,PG-13,23 May 2003,101 min,46.0,6.8,"363,773",tt0315327,"$242,589,580"
631,Bonnie and Clyde,Romance,2,3,20,1,0,bonnie and clyde,0,Bonnie and Clyde,1967,R,14 Aug 1967,111 min,86.0,7.8,"99,575",tt0061418,
632,Burning Annie,Romance,5,1,4,9,34,burning annie,0,Burning Annie,2004,,08 Mar 2003,95 min,38.0,5.6,257,tt0307879,
633,Broadcast News,Romance,4,2,7,8,9,broadcast news,0,Broadcast News,1987,R,25 Dec 1987,133 min,84.0,7.2,"26,026",tt0092699,
634,Bull Durham,Romance,16,4,30,29,27,bull durham,0,Bull Durham,1988,R,15 Jun 1988,108 min,73.0,7.1,"45,793",tt0094812,
635,Broken Embraces,Romance,2,3,2,8,2,broken embraces,0,Broken Embraces,2009,R,15 Jan 2010,127 min,76.0,7.2,"37,315",tt0913425,"$4,900,000"
636,"Bodies, Rest & Motion",Romance,3,0,0,19,19,"bodies, rest & motion",0,"Bodies, Rest & Motion",1993,R,09 Apr 1993,95 min,,5.7,"2,137",tt0106447,
637,Body of Evidence,Romance,2,3,0,8,1,body of evidence,0,Body of Evidence,1992,R,15 Jan 1993,99 min,29.0,4.5,"13,732",tt0106453,
638,Blue Valentine,Romance,6,1,3,21,13,blue valentine,0,Blue Valentine,2010,R,28 Jan 2011,112 min,81.0,7.4,"179,610",tt1120985,"$9,600,000"
639,Benny & Joon,Romance,0,0,0,0,0,benny & joon,0,Benny & Joon,1993,PG,23 Apr 1993,98 min,57.0,7.2,"53,594",tt0106387,
640,Birdman,Romance,17,3,5,78,33,birdman,0,Birdman,1967–1987,TV-G,09 Sep 1967,30 min,,6.8,832,tt0061237,
641,Birthday Girl,Romance,1,0,0,14,1,birthday girl,0,Birthday Girl,2001,R,01 Feb 2002,93 min,51.0,6.1,"23,959",tt0188453,"$4,919,896"
642,Bodyguard,Romance,5,3,3,25,6,bodyguard,0,Bodyguard,2018–,TV-MA,26 Aug 2018,60 min,,8.1,"83,514",tt7493974,
643,Beginners,Romance,1,0,0,6,0,beginners,0,Beginners,2010,R,09 Jun 2011,105 min,81.0,7.2,"85,878",tt1532503,"$5,764,842"
644,Belle,Romance,0,0,1,0,0,belle,0,Belle,2013,PG,13 Jun 2014,100 min,64.0,7.3,"27,285",tt2404181,"$8,792,708"
645,As Good As It Gets,Romance,4,3,2,5,4,as good as it gets,0,As Good as It Gets,1997,PG-13,25 Dec 1997,139 min,67.0,7.7,"268,254",tt0119822,
646,G.I. Joe: The Rise of Cobra,Sci-Fi,11,2,5,0,4,g.i. joe: the rise of cobra,0,G.I. Joe: The Rise of Cobra,2009,PG-13,07 Aug 2009,118 min,32.0,5.8,"196,262",tt1046173,"$150,167,630"
647,Angel Eyes,Romance,9,3,11,1,13,angel eyes,0,Angel Eyes,2001,R,18 May 2001,102 min,39.0,5.6,"22,124",tt0225071,
648,Annie Hall,Romance,2,0,1,0,1,annie hall,0,Annie Hall,1977,PG,20 Apr 1977,93 min,92.0,8.0,"246,741",tt0075686,
649,Autumn in New York,Romance,4,2,8,1,5,autumn in new york,0,Autumn in New York,2000,PG-13,11 Aug 2000,103 min,24.0,5.7,"24,293",tt0174480,
650,Escape From L.A.,Sci-Fi,5,0,6,4,15,escape from l.a.,0,Escape from L.A.,1996,R,09 Aug 1996,101 min,54.0,5.8,"67,869",tt0116225,
651,Escape From New York,Sci-Fi,10,2,2,3,14,escape from new york,0,Escape from New York,1981,R,10 Jul 1981,99 min,76.0,7.2,"121,061",tt0082340,
652,Eternal Sunshine of the Spotless Mind,Sci-Fi,1,1,4,30,18,eternal sunshine of the spotless mind,0,Eternal Sunshine of the Spotless Mind,2004,R,19 Mar 2004,108 min,89.0,8.3,"880,215",tt0338013,"$34,126,138"
653,Dark Star,Sci-Fi,0,0,3,3,1,dark star,0,Dark Star,1974,G,09 Feb 1979,83 min,66.0,6.3,"21,554",tt0069945,
654,Fantastic Four,Sci-Fi,1,0,8,0,1,fantastic four,0,Fantastic Four,2005,PG-13,08 Jul 2005,106 min,40.0,5.7,"306,728",tt0120667,"$154,485,963"
655,Freaked,Sci-Fi,5,0,12,3,17,freaked,0,Freaked,1993,PG-13,31 Mar 1994,80 min,,6.4,"6,150",tt0109838,
656,Darkman,Sci-Fi,5,4,3,7,3,darkman,0,Darkman,1990,R,24 Aug 1990,96 min,65.0,6.4,"56,589",tt0099365,
657,Dune,Sci-Fi,1,0,4,0,0,dune,0,Dune,1984,PG-13,14 Dec 1984,137 min,40.0,6.5,"119,802",tt0087182,
658,Cowboys & Aliens,Sci-Fi,8,5,41,2,15,cowboys & aliens,0,Cowboys & Aliens,2011,PG-13,29 Jul 2011,119 min,50.0,6.0,"203,646",tt0409847,"$100,215,116"
659,Chronicle,Sci-Fi,10,5,4,78,38,chronicle,0,Chronicle,2012,PG-13,03 Feb 2012,84 min,69.0,7.0,"236,421",tt1706593,"$60,800,000"
660,eXistenZ,Sci-Fi,1,0,2,7,2,existenz,0,eXistenZ,1999,R,23 Apr 1999,97 min,68.0,6.8,"91,724",tt0120907,
661,Brazil,Sci-Fi,1,1,5,3,7,brazil,0,Brazil,1985,R,18 Dec 1985,132 min,84.0,7.9,"183,229",tt0088846,
662,Blade Runner,Sci-Fi,4,1,1,11,4,blade runner,0,Blade Runner,1982,R,25 Jun 1982,117 min,84.0,8.1,"671,833",tt0083658,
663,Black Panther,Sci-Fi,1,0,0,0,7,black panther,0,Black Panther,2018,PG-13,16 Feb 2018,134 min,88.0,7.3,"587,388",tt1825683,"$501,105,037"
664,Little Nicky,Horror,13,1,7,0,11,little nicky,0,Little Nicky,2000,PG-13,10 Nov 2000,90 min,38.0,5.3,"95,788",tt0185431,"$38,542,597"
665,Arcade,Sci-Fi,1,0,1,20,14,arcade,0,Arcade,1993,R,30 Mar 1994,85 min,,4.7,"1,442",tt0106302,
666,Leviathan,Horror,8,5,12,28,21,leviathan,0,Leviathan,2014,R,05 Feb 2015,140 min,92.0,7.6,"47,377",tt2802154,"$754,393"
667,Legion,Horror,4,6,12,50,11,legion,0,Legion,2010,R,22 Jan 2010,100 min,32.0,5.2,"97,302",tt1038686,"$40,168,080"
668,Avatar,Sci-Fi,10,8,14,1,14,avatar,0,Avatar,2009,PG-13,18 Dec 2009,162 min,83.0,7.8,"1,095,138",tt0499549,"$749,700,000"
669,Jurassic Park III,Horror,1,0,7,0,3,jurassic park iii,0,Jurassic Park III,2001,PG-13,18 Jul 2001,92 min,42.0,5.9,"288,763",tt0163025,
670,Jennifer's Body,Horror,9,3,2,18,13,jennifer's body,0,Jennifer's Body,2009,R,18 Sep 2009,102 min,47.0,5.2,"111,913",tt1131734,"$16,031,583"
671,Lake Placid,Horror,2,0,1,13,12,lake placid,0,Lake Placid,1999,R,16 Jul 1999,82 min,34.0,5.7,"53,156",tt0139414,
672,Jaws 2,Horror,6,5,18,0,19,jaws 2,0,Jaws 2,1978,PG,16 Jun 1978,116 min,51.0,5.8,"68,798",tt0077766,
673,Jaws,Horror,4,5,9,0,1,jaws,0,Jaws,1975,PG,20 Jun 1975,124 min,87.0,8.0,"531,727",tt0073195,
674,Armageddon,Sci-Fi,15,4,12,4,14,armageddon,0,Armageddon,1998,PG-13,01 Jul 1998,151 min,42.0,6.7,"387,888",tt0120591,
675,Land of the Dead,Horror,5,1,3,30,9,land of the dead,0,Land of the Dead,2005,R,24 Jun 2005,93 min,71.0,6.2,"90,019",tt0418819,"$20,433,940"
676,Jurassic Park,Horror,1,1,13,0,12,jurassic park,0,Jurassic Park,1993,PG-13,11 Jun 1993,127 min,68.0,8.1,"836,515",tt0107290,"$45,299,680"
677,Insidious,Horror,2,3,1,6,4,insidious,0,Insidious,2010,PG-13,01 Apr 2011,103 min,52.0,6.8,"269,122",tt1591095,"$53,700,000"
678,It,Horror,8,0,4,10,20,it,0,It,2017,R,08 Sep 2017,135 min,69.0,7.3,"436,909",tt1396484,"$326,898,358"
679,Jason X,Horror,24,12,17,20,39,jason x,0,Jason X,2001,R,26 Apr 2002,91 min,25.0,4.4,"48,982",tt0211443,"$12,610,731"
